key,category,type,flags,default,source,lineno,django_setting,found_by,safe_to_delete,hints,has_db_value,has_disk_value,usages
issues.severity.skip-seer-requests,static/active,Sequence,FLAG_AUTOMATOR_MODIFIABLE,[],src/sentry/options/defaults.py,1286,,both,NEVER_DELETE,,,,src/sentry/event_manager.py; src/sentry/killswitches.py; tests/sentry/event_manager/test_priority.py; tests/sentry/event_manager/test_severity.py
kafka.send-project-events-to-random-partitions,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,[],src/sentry/options/defaults.py,1517,,string,NEVER_DELETE,,,,src/sentry/eventstream/kafka/backend.py; src/sentry/killswitches.py
laravel.api-secret,static/active,inferred,FLAG_NOSTORE | FLAG_CREDENTIAL,,getsentry/models/__init__.py,91,,string,NEVER_DELETE,credential_flag,,,getsentry/conf/settings/defaults.py; getsentry/web/channel_provisioning/laravel_config.py
mail.backend,static/active,inferred,FLAG_NOSTORE,"""smtp""",src/sentry/options/defaults.py,140,EMAIL_BACKEND,both,NEVER_DELETE,,,,CHANGES; getsentry/conf/settings/cellsilo.py; getsentry/conf/settings/controlsilo.py; getsentry/conf/settings/dev.py; getsentry/conf/settings/singletenant.py; self-hosted/config.yml; self-hosted/sentry.conf.py; src/sentry/conf/server.py; src/sentry/data/config/config.yml.default; src/sentry/runner/commands/init.py; src/sentry/runner/commands/notifications.py; src/sentry/runner/initializer.py; src/sentry/testutils/pytest/sentry.py; src/sentry/utils/email/backend.py; tests/sentry/api/endpoints/test_system_options.py; tests/sentry/runner/test_initializer.py; tests/sentry/utils/email/test_backend.py
mail.enable-replies,static/active,inferred,FLAG_PRIORITIZE_DISK | FLAG_AUTOMATOR_MODIFIABLE,False,src/sentry/options/defaults.py,180,,both,NEVER_DELETE,,,,getsentry/conf/settings/cellsilo.py; getsentry/conf/settings/defaults.py; getsentry/conf/settings/singletenant.py; self-hosted/config.yml; self-hosted/sentry.conf.py; src/sentry/data/config/config.yml.default; src/sentry/runner/initializer.py; src/sentry/testutils/pytest/sentry.py; src/sentry/utils/email/message_builder.py; tests/getsentry/tasks/test_quota_thresholds.py; tests/sentry/runner/test_initializer.py
mail.from,static/active,inferred,FLAG_REQUIRED | FLAG_PRIORITIZE_DISK,"""root@localhost""",src/sentry/options/defaults.py,174,SERVER_EMAIL,both,NEVER_DELETE,,,,getsentry/conf/settings/cellsilo.py; getsentry/conf/settings/defaults.py; getsentry/conf/settings/singletenant.py; self-hosted/config.yml; self-hosted/sentry.conf.py; src/sentry/api/endpoints/internal/mail.py; src/sentry/data/config/config.yml.default; src/sentry/notifications/platform/email/provider.py; src/sentry/runner/commands/sendmail.py; src/sentry/runner/initializer.py; src/sentry/utils/email/address.py; src/sentry/utils/email/message_builder.py; static/app/views/admin/options.tsx; tests/getsentry/tasks/test_quota_thresholds.py; tests/js/fixtures/installWizard.ts; tests/sentry/notifications/platform/email/test_provider.py; tests/sentry/runner/test_initializer.py; tests/sentry/utils/email/test_address.py; tests/sentry/utils/email/test_message_builder.py
mail.host,static/active,inferred,FLAG_REQUIRED | FLAG_PRIORITIZE_DISK,"""127.0.0.1""",src/sentry/options/defaults.py,141,EMAIL_HOST,both,NEVER_DELETE,,,,getsentry/conf/settings/cellsilo.py; getsentry/conf/settings/controlsilo.py; getsentry/conf/settings/defaults.py; getsentry/conf/settings/singletenant.py; self-hosted/config.yml; self-hosted/sentry.conf.py; src/sentry/api/endpoints/internal/mail.py; src/sentry/data/config/config.yml.default; src/sentry/runner/commands/notifications.py; src/sentry/runner/initializer.py; src/sentry/utils/email/send.py; static/app/views/admin/options.tsx; tests/js/fixtures/installWizard.ts; tests/sentry/api/endpoints/test_system_options.py; tests/sentry/runner/test_initializer.py
mail.list-namespace,static/active,String,FLAG_NOSTORE,"""localhost""",src/sentry/options/defaults.py,179,,both,NEVER_DELETE,,,,getsentry/conf/settings/defaults.py; src/sentry/api/endpoints/internal/mail.py; src/sentry/utils/email/message_builder.py; tests/sentry/utils/email/test_message_builder.py
mail.mailgun-api-key,static/active,inferred,FLAG_ALLOW_EMPTY | FLAG_PRIORITIZE_DISK | FLAG_AUTOMATOR_MODIFIABLE,"""""",src/sentry/options/defaults.py,190,,both,NEVER_DELETE,,,,getsentry/conf/settings/cellsilo.py; getsentry/conf/settings/defaults.py; getsentry/conf/settings/singletenant.py; self-hosted/config.yml; self-hosted/sentry.conf.py; src/sentry/data/config/config.yml.default; src/sentry/runner/initializer.py; src/sentry/web/frontend/mailgun_inbound_webhook.py; tests/sentry/runner/test_initializer.py; tests/sentry/web/frontend/test_mailgun_inbound_webhook.py
mail.password,static/active,inferred,FLAG_REQUIRED | FLAG_ALLOW_EMPTY | FLAG_PRIORITIZE_DISK,,src/sentry/options/defaults.py,155,EMAIL_HOST_PASSWORD,both,NEVER_DELETE,,,,getsentry/conf/settings/cellsilo.py; getsentry/conf/settings/controlsilo.py; getsentry/conf/settings/defaults.py; getsentry/conf/settings/singletenant.py; self-hosted/config.yml; self-hosted/sentry.conf.py; src/sentry/api/endpoints/internal/mail.py; src/sentry/data/config/config.yml.default; src/sentry/runner/commands/notifications.py; src/sentry/runner/initializer.py; src/sentry/utils/email/send.py; static/app/views/admin/options.tsx; tests/js/fixtures/installWizard.ts; tests/sentry/runner/test_initializer.py
mail.port,static/active,inferred,FLAG_REQUIRED | FLAG_PRIORITIZE_DISK,25,src/sentry/options/defaults.py,146,EMAIL_PORT,both,NEVER_DELETE,,,,getsentry/conf/settings/cellsilo.py; getsentry/conf/settings/controlsilo.py; getsentry/conf/settings/defaults.py; getsentry/conf/settings/singletenant.py; self-hosted/config.yml; self-hosted/sentry.conf.py; src/sentry/api/endpoints/internal/mail.py; src/sentry/data/config/config.yml.default; src/sentry/runner/commands/notifications.py; src/sentry/runner/initializer.py; src/sentry/utils/email/send.py; static/app/views/admin/options.tsx; tests/js/fixtures/installWizard.ts; tests/sentry/runner/test_initializer.py
mail.reply-hostname,static/active,inferred,FLAG_ALLOW_EMPTY | FLAG_PRIORITIZE_DISK | FLAG_AUTOMATOR_MODIFIABLE,"""""",src/sentry/options/defaults.py,185,,both,NEVER_DELETE,,,,getsentry/conf/settings/cellsilo.py; getsentry/conf/settings/defaults.py; getsentry/conf/settings/singletenant.py; self-hosted/config.yml; self-hosted/sentry.conf.py; src/sentry/data/config/config.yml.default; src/sentry/runner/initializer.py; src/sentry/utils/email/address.py; tests/sentry/runner/test_initializer.py; tests/sentry/utils/email/test_address.py
mail.subject-prefix,static/active,inferred,FLAG_PRIORITIZE_DISK | FLAG_AUTOMATOR_MODIFIABLE,"""[Sentry]""",src/sentry/options/defaults.py,169,EMAIL_SUBJECT_PREFIX,both,NEVER_DELETE,,,,getsentry/api/signup_with_trial.py; getsentry/billing/platform/receipts.py; getsentry/conf/settings/defaults.py; getsentry/web/github/secret_scanning.py; src/sentry/api/endpoints/internal/mail.py; src/sentry/api/endpoints/secret_scanning/github.py; src/sentry/api/serializers/models/project.py; src/sentry/auth/idpmigration.py; src/sentry/core/endpoints/organization_details.py; src/sentry/core/endpoints/project_transfer.py; src/sentry/mail/notifications.py; src/sentry/relocation/utils.py; src/sentry/runner/initializer.py; src/sentry/tasks/auth/auth.py; src/sentry/users/models/lostpasswordhash.py; src/sentry/users/models/user.py; src/sentry/users/models/user_merge_verification_code.py; src/sentry/web/frontend/twofactor.py; tests/sentry/runner/test_initializer.py
mail.timeout,static/active,Int,FLAG_ALLOW_EMPTY | FLAG_PRIORITIZE_DISK | FLAG_AUTOMATOR_MODIFIABLE,10,src/sentry/options/defaults.py,195,,both,NEVER_DELETE,,,,getsentry/conf/settings/defaults.py; src/sentry/utils/email/send.py
mail.use-ssl,static/active,inferred,FLAG_REQUIRED | FLAG_PRIORITIZE_DISK,False,src/sentry/options/defaults.py,164,EMAIL_USE_SSL,both,NEVER_DELETE,,,,getsentry/conf/settings/defaults.py; self-hosted/config.yml; self-hosted/sentry.conf.py; src/sentry/api/endpoints/internal/mail.py; src/sentry/api/endpoints/system_options.py; src/sentry/data/config/config.yml.default; src/sentry/runner/initializer.py; src/sentry/utils/email/send.py; static/app/views/admin/options.tsx; tests/js/fixtures/installWizard.ts; tests/sentry/api/endpoints/test_system_options.py; tests/sentry/runner/test_initializer.py
mail.use-tls,static/active,inferred,FLAG_REQUIRED | FLAG_PRIORITIZE_DISK,False,src/sentry/options/defaults.py,159,EMAIL_USE_TLS,both,NEVER_DELETE,,,,getsentry/conf/settings/cellsilo.py; getsentry/conf/settings/controlsilo.py; getsentry/conf/settings/defaults.py; getsentry/conf/settings/singletenant.py; self-hosted/config.yml; self-hosted/sentry.conf.py; src/sentry/api/endpoints/internal/mail.py; src/sentry/api/endpoints/system_options.py; src/sentry/data/config/config.yml.default; src/sentry/runner/initializer.py; src/sentry/utils/email/send.py; static/app/views/admin/options.tsx; tests/js/fixtures/installWizard.ts; tests/sentry/api/endpoints/test_system_options.py; tests/sentry/runner/test_initializer.py
mail.username,static/active,inferred,FLAG_REQUIRED | FLAG_ALLOW_EMPTY | FLAG_PRIORITIZE_DISK,,src/sentry/options/defaults.py,151,EMAIL_HOST_USER,both,NEVER_DELETE,,,,getsentry/conf/settings/cellsilo.py; getsentry/conf/settings/controlsilo.py; getsentry/conf/settings/defaults.py; getsentry/conf/settings/singletenant.py; self-hosted/config.yml; self-hosted/sentry.conf.py; src/sentry/api/endpoints/internal/mail.py; src/sentry/data/config/config.yml.default; src/sentry/runner/commands/notifications.py; src/sentry/runner/initializer.py; src/sentry/utils/email/send.py; static/app/views/admin/options.tsx; tests/js/fixtures/installWizard.ts; tests/sentry/runner/test_initializer.py
marketo.base-url,static/active,inferred,FLAG_NOSTORE,,getsentry/models/__init__.py,98,,both,NEVER_DELETE,,,,conftest.py; getsentry/conf/settings/cellsilo.py; getsentry/conf/settings/controlsilo.py; getsentry/conf/settings/defaults.py; getsentry/utils/marketo_client.py; tests/getsentry/receivers/test_lead_capture.py
marketo.client-id,static/active,inferred,FLAG_NOSTORE,,getsentry/models/__init__.py,93,,both,NEVER_DELETE,,,,conftest.py; getsentry/conf/settings/cellsilo.py; getsentry/conf/settings/controlsilo.py; getsentry/conf/settings/defaults.py; getsentry/utils/marketo_client.py
marketo.client-secret,static/active,inferred,FLAG_PRIORITIZE_DISK | FLAG_CREDENTIAL,,getsentry/models/__init__.py,94,,both,NEVER_DELETE,credential_flag,,,conftest.py; getsentry/conf/settings/defaults.py; getsentry/utils/marketo_client.py
metric_alerts.extended_max_subscriptions,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,1250,src/sentry/options/defaults.py,2480,,both,NEVER_DELETE,,,,src/sentry/incidents/utils/subscription_limits.py; tests/sentry/incidents/endpoints/test_organization_alert_rule_index.py; tests/sentry/incidents/endpoints/test_serializers.py; tests/sentry/snuba/test_models.py; tests/sentry/snuba/test_validators.py
metric_alerts.extended_max_subscriptions_orgs,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,[],src/sentry/options/defaults.py,2485,,both,NEVER_DELETE,,,,src/sentry/incidents/utils/subscription_limits.py; tests/sentry/incidents/endpoints/test_organization_alert_rule_index.py; tests/sentry/incidents/endpoints/test_serializers.py; tests/sentry/snuba/test_models.py; tests/sentry/snuba/test_validators.py
msteams.app-id,static/active,inferred,DEFAULT_FLAGS,,src/sentry/options/defaults.py,812,,both,NEVER_DELETE,,,,getsentry/conf/settings/cellsilo.py; getsentry/conf/settings/controlsilo.py; getsentry/conf/settings/defaults.py; getsentry/conf/settings/singletenant.py; src/sentry/integrations/msteams/integration.py
msteams.client-id,static/active,inferred,FLAG_PRIORITIZE_DISK | FLAG_AUTOMATOR_MODIFIABLE,,src/sentry/options/defaults.py,810,,both,NEVER_DELETE,,,,getsentry/conf/settings/cellsilo.py; getsentry/conf/settings/controlsilo.py; getsentry/conf/settings/defaults.py; getsentry/conf/settings/singletenant.py; src/sentry/integrations/msteams/client.py; src/sentry/integrations/msteams/webhook.py; src/sentry/testutils/pytest/sentry.py
msteams.client-secret,static/active,inferred,FLAG_CREDENTIAL | FLAG_PRIORITIZE_DISK,,src/sentry/options/defaults.py,811,,both,NEVER_DELETE,credential_flag,,,getsentry/conf/settings/defaults.py; getsentry/conf/settings/singletenant.py; src/sentry/integrations/msteams/client.py; src/sentry/testutils/pytest/sentry.py
nintendo.api-secret,static/active,inferred,FLAG_NOSTORE | FLAG_CREDENTIAL,,getsentry/models/__init__.py,92,,string,NEVER_DELETE,credential_flag,,,getsentry/conf/settings/defaults.py; getsentry/web/channel_provisioning/nintendo_configs.py
nodestore.cache-ttl,static/active,Int,FLAG_AUTOMATOR_MODIFIABLE,300,src/sentry/options/defaults.py,2221,,both,NEVER_DELETE,,,,src/sentry/services/nodestore/base.py; tests/sentry/services/nodestore/test_common.py
nodestore.set-subkeys.enable-set-cache-item,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,True,src/sentry/options/defaults.py,2212,,both,NEVER_DELETE,,,,src/sentry/services/nodestore/base.py; tests/sentry/services/nodestore/test_common.py
notifications.platform-rollout.early-adopter,static/active,Dict,FLAG_AUTOMATOR_MODIFIABLE,{},src/sentry/options/defaults.py,3052,,string,NEVER_DELETE,,,,src/sentry/notifications/platform/rollout.py
notifications.platform-rollout.general-access,static/active,Dict,FLAG_AUTOMATOR_MODIFIABLE,{},src/sentry/options/defaults.py,3060,,string,NEVER_DELETE,,,,src/sentry/notifications/platform/rollout.py
notifications.platform-rollout.internal-testing,static/active,Dict,FLAG_AUTOMATOR_MODIFIABLE,{},src/sentry/options/defaults.py,3036,,string,NEVER_DELETE,,,,src/sentry/notifications/platform/rollout.py; tests/sentry/data_export/test_models.py; tests/sentry/models/test_repository.py; tests/sentry/notifications/notification_action/metric_alert_registry/test_slack_metric_alert_handler.py; tests/sentry/notifications/platform/test_rollout.py; tests/sentry/utils/sentry_apps/test_webhooks.py
notifications.platform-rollout.is-sentry,static/active,Dict,FLAG_AUTOMATOR_MODIFIABLE,{},src/sentry/options/defaults.py,3044,,string,NEVER_DELETE,,,,src/sentry/notifications/platform/rollout.py; tests/sentry/notifications/platform/test_rollout.py
notifications.platform.killswitch.sources,static/active,Sequence,FLAG_ALLOW_EMPTY | FLAG_AUTOMATOR_MODIFIABLE,[],src/sentry/options/defaults.py,3070,,string,NEVER_DELETE,,,,src/sentry/notifications/platform/service.py
objectstore.config,static/active,inferred,FLAG_NOSTORE,"{
        ""base_url"": ""http://127.0.0.1:8888""",src/sentry/options/defaults.py,387,,both,NEVER_DELETE,,,,getsentry/conf/settings/cellsilo.py; getsentry/conf/settings/controlsilo.py; getsentry/conf/settings/singletenant.py; src/sentry/objectstore/__init__.py; src/sentry/objectstore/endpoints/organization.py
objectstore.enable_for.attachments,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,0.0,src/sentry/options/defaults.py,3480,,string,NEVER_DELETE,,,,src/sentry/models/eventattachment.py; src/sentry/reprocessing2.py; src/sentry/testutils/pytest/sentry.py; tests/sentry/api/endpoints/test_event_attachment_details.py
on_demand.extended_alert_spec_orgs,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,[],src/sentry/options/defaults.py,2456,,both,NEVER_DELETE,,,,src/sentry/relay/config/metric_extraction.py
on_demand.extended_max_alert_specs,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,750,src/sentry/options/defaults.py,2455,,both,NEVER_DELETE,,,,src/sentry/relay/config/metric_extraction.py
on_demand.extended_max_widget_specs,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,750,src/sentry/options/defaults.py,2451,,both,NEVER_DELETE,,,,src/sentry/relay/config/metric_extraction.py; tests/sentry/relay/config/test_metric_extraction.py
on_demand.extended_widget_spec_orgs,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,[],src/sentry/options/defaults.py,2452,,both,NEVER_DELETE,,,,src/sentry/relay/config/metric_extraction.py; tests/sentry/relay/config/test_metric_extraction.py
on_demand.max_alert_specs,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,50,src/sentry/options/defaults.py,2438,,both,NEVER_DELETE,,,,src/sentry/relay/config/metric_extraction.py; tests/sentry/relay/config/test_metric_extraction.py
on_demand.max_widget_cardinality.count,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,10000,src/sentry/options/defaults.py,2457,,both,NEVER_DELETE,,,,src/sentry/relay/config/metric_extraction.py; src/sentry/tasks/on_demand_metrics.py; tests/sentry/relay/config/test_metric_extraction.py; tests/sentry/tasks/test_on_demand_metrics.py
on_demand.max_widget_cardinality.killswitch,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,False,src/sentry/options/defaults.py,2467,,both,NEVER_DELETE,,,,src/sentry/relay/config/metric_extraction.py
on_demand.max_widget_cardinality.on_query_count,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,50,src/sentry/options/defaults.py,2462,,both,NEVER_DELETE,,,,src/sentry/api/serializers/rest_framework/dashboard.py; tests/sentry/dashboards/endpoints/test_organization_dashboard_widget_details.py
on_demand.max_widget_specs,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,100,src/sentry/options/defaults.py,2444,,both,NEVER_DELETE,,,,src/sentry/relay/config/metric_extraction.py; tests/sentry/relay/config/test_metric_extraction.py
on_demand.update_on_demand_modified,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,False,src/sentry/options/defaults.py,2473,,both,NEVER_DELETE,,,,src/sentry/tasks/on_demand_metrics.py
on_demand_metrics.cache_should_use_on_demand,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE | FLAG_MODIFIABLE_RATE,0.0,src/sentry/options/defaults.py,2651,,string,NEVER_DELETE,,,,src/sentry/relay/config/metric_extraction.py; src/sentry/snuba/metrics/extraction.py; tests/sentry/relay/config/test_metric_extraction.py
on_demand_metrics.check_widgets.enable,static/active,inferred,FLAG_PRIORITIZE_DISK | FLAG_AUTOMATOR_MODIFIABLE,False,src/sentry/options/defaults.py,2619,,both,NEVER_DELETE,,,,src/sentry/tasks/on_demand_metrics.py; tests/sentry/relay/config/test_metric_extraction.py; tests/sentry/tasks/test_on_demand_metrics.py
on_demand_metrics.check_widgets.query.batch_size,static/active,Int,FLAG_PRIORITIZE_DISK | FLAG_AUTOMATOR_MODIFIABLE,50,src/sentry/options/defaults.py,2632,,both,NEVER_DELETE,,,,src/sentry/tasks/on_demand_metrics.py; tests/sentry/tasks/test_on_demand_metrics.py
on_demand_metrics.check_widgets.query.total_batches,static/active,inferred,FLAG_PRIORITIZE_DISK | FLAG_AUTOMATOR_MODIFIABLE,100,src/sentry/options/defaults.py,2639,,both,NEVER_DELETE,,,,src/sentry/tasks/on_demand_metrics.py; tests/sentry/tasks/test_on_demand_metrics.py
on_demand_metrics.check_widgets.rollout,static/active,Float,FLAG_PRIORITIZE_DISK | FLAG_AUTOMATOR_MODIFIABLE,0.0,src/sentry/options/defaults.py,2625,,both,NEVER_DELETE,,,,src/sentry/tasks/on_demand_metrics.py; tests/sentry/tasks/test_on_demand_metrics.py
